samplename	purity	ploidy
20e02396-e676-412d-9724-44a428919cdb	0.49	3.3281
2102558b-87b0-447b-bb9a-e4ae9df8b75e	0.32	1.6859
2109e1d4-c623-11e3-bf01-24c6515278c0	0.35	1.9338
21205681-a0c7-48d0-81d4-0b7ef31158cf	0.7	2.7773
2182ce2c-5941-4b65-9419-fc7966d5e6d5	0.48	1.9333
21b1a37f-e91e-4ce1-83cf-bb89b8d0fb35	0.42	3.8487
21e7e43e-f9b1-4351-a6d9-b9cd06d15f68	0.96	1.9454
221d0290-c623-11e3-bf01-24c6515278c0	0.7	3.9963
22578b9f-78dc-464c-9bb9-382f033283d0	0.78	1.9456
228fb827-c05e-494c-8a21-e1d925e100cb	0.99	1.8635
2290b078-6a5b-4c83-9dfb-b525bbf14e4e	0.8	2.1458
22cd3875-a123-4f0d-8cd1-371958208ad6	0.94	1.9995
22d67778-61fc-4f15-95b8-7e7c6cc7112b	0.69	2.1716
22edd867-dcd6-42b5-92bb-025ceb84b106	0.47	3.2048
230f53ef-be3f-495e-9b95-b0f670bd6908	0.31	2.0055
2316ee90-c623-11e3-bf01-24c6515278c0	0.36	1.9525
2321c412-7730-4694-bc8f-199d7e51a7f8	1	1.9959
232b7754-b3c3-4530-9d24-3af40d9b2816	0.28	2.0767
2399ab13-abfa-480e-9fda-7947edc420be	0.97	1.8013
23cc70c4-b744-4fa0-a0de-b25c0fdf212f	0.6	2.1379
23d77176-dfed-4bee-ac96-9934377d8d81	0.49	4.7897
23d86395-9e20-4cf9-bf7e-f76544a1f772	0.72	2.0157
23eb72d8-c622-11e3-bf01-24c6515278c0	0.71	1.9799
23fa90d5-b273-4e2c-9c88-68aa57b60e97	0.24	1.9475
241abdfd-e6de-4830-a233-4bbc5f622725	0.55	1.6582
2425a532-f562-423a-88f5-228642f53875	0.7	2.2526
2439ec74-1713-4d47-a5d9-886f69dddcb6	0.5	1.9903
2468e58c-c623-11e3-bf01-24c6515278c0	0.38	3.7249
248fd0ed-f14c-40b8-9f14-e9c7adf16e22	0.97	2
24badf07-8615-48a3-8d6e-45c3d783f18d	0.74	1.9285
24f887e1-ce82-40f3-9674-11102bd076c0	0.8	1.6832
25103371-28ac-4f43-b0e2-2d376d0dcb84	0.87	4.0328
25224aa0-cfdd-48ec-92e5-8f3992a3e574	0.69	3.7374
252a1c43-f954-44d7-8e31-6bcd0157a05c	0.67	1.9331
2564a262-03e8-467b-9ea2-f3ab38d75ae1	0.95	3.7535
2572b0bc-c622-11e3-bf01-24c6515278c0	0.29	2.3045
2584b428-c623-11e3-bf01-24c6515278c0	0.2	3.8254
25bee010-cc99-4af0-ba2f-fe4dd308be33	0.86	3.1401
25c002f7-e972-421a-b32d-7dd675d81931	0.19	1.9475
25c32aca-6738-43ef-a103-243f2f9a3b43	0.42	3.499
25c76a8f-77c0-4650-bddf-45ed0c10a2e6	0.92	2.1423
25c99312-bf63-4654-a73a-03c3c1cd50b6	0.95	1.9601
25cf7449-8c5b-403e-aa75-e2af158598e8	0.6	1.8333
25e20393-752b-4796-9001-0e22ee04c586	0.88	1.9016
25e4cad7-2403-4992-9cbc-433574673549	0.87	2.0062
25e68b09-7d62-4449-a14a-8d09edd96db6	0.8	2.0007
25f07374-313a-4100-9a60-3d21d2988fca	0.44	2.1846
25f73b03-4ba8-47ba-ad80-6ccb82105c98	0.72	4.3306
2660825c-68f0-4631-948e-6da158edbe9e	0.88	2.9771
267a9862-17bd-4056-ba4a-1f373736ffbb	0.66	1.9606
26c301a6-a597-4c24-9f6c-2293e5ae41c7	0.5	1.998
26de406e-c623-11e3-bf01-24c6515278c0	0.68	1.9478
274723ac-2bc1-4e2c-b31a-1907217b9f84	0.76	2.3035
27847313-3b1e-47f2-84f1-acadaf265cf3	0.79	2.9311
278b2498-1d64-493b-ac43-3489ec86f313	0.85	1.9875
2790b964-63e3-49aa-bf8c-9a00d3448c25	0.65	1.9176
27b56bf2-7a9d-4061-98d4-61fe2761578c	0.68	2.1283
27f87d1e-2c32-4beb-9677-62f7a286673d	0.55	3.7644
27fcccdc-c622-11e3-bf01-24c6515278c0	0.83	2.2347
280a069c-38e5-4300-a15c-2612301b70e3	0.94	1.8363
2828e5e6-c623-11e3-bf01-24c6515278c0	0.56	2.2267
282b45ee-4af2-4c61-9acc-286eaf8d661a	0.67	3.4897
28839c75-90a8-493f-b658-8c63e0ebd324	0.48	1.863
289790a5-77bd-49a9-a1ec-478a8ecacd7f	0.67	1.9441
28e81540-4744-4865-b627-c7c9d8a3c2b8	0.21	2.084
28f41a20-b6d6-4ecc-888f-72f779ad9af7	0.91	1.8278
28f8d45f-4763-472e-9c4d-6787ba00164b	0.9	1.9299
29127cde-548f-4c42-96cf-6f0020c3db9a	0.95	1.9296
293a2f0a-4846-4c7c-b8b1-bb741c8d3275	0.46	2.7057
29548b5f-c88a-4908-8c46-e86483e75067	0.31	3.5398
29578759-9ccb-4a24-b5b8-c45ebd4339d9	0.77	1.996
295aac88-c623-11e3-bf01-24c6515278c0	0.84	1.8224
29a00d78-b9bb-4c6b-b142-d5b8bfa63455	0.68	1.8695
29b92b51-7ba3-42a9-97d3-6a9b5e43f928	0.82	2.4393
29fc38aa-f367-46a3-a14d-a5f657ad0caa	0.71	1.8674
2a5a5840-a834-47a1-b1f4-dc8fed620f5c	0.45	2.1538
2a7f6aac-8f94-4815-8b94-0ea7db71135c	0.95	1.9228
2a8d63eb-0174-4213-9214-413f391f512c	0.78	2.6454
2abe2e53-ad9b-4fbc-b9a7-93444f1bea87	0.86	1.9803
2aeaab9f-4459-4be8-91e7-e0746cbd671c	0.21	1.9898
2b000af3-2c9d-4eaa-af3f-8101b7425c37	0.76	2.3521
2b02e3ad-4423-491e-993a-561e80dc7bcf	0.84	1.9876
2b142863-b963-4cc9-8f8f-c72503c93390	0.6	3.2278
2b36ac4b-eed3-4591-8b4f-b44049dfc5ed	0.59	2.0012
2b3837b3-ee29-4a08-848e-1206404da986	0.99	3.2538
2b40a733-7a63-4bb8-a953-95a4ee28f962	0.67	1.9025
2b41746a-95c0-4875-afb5-c6d3d3ad30d9	0.47	2.829
2b4feb84-89e4-4c38-8561-5ffab02c8132	0.7	1.8768
2b54d668-7585-4bf4-9fdd-aea3c5cd4fa4	0.42	1.9314
2b569b88-c622-11e3-bf01-24c6515278c0	0.56	1.8512
2b6d4d66-7f0b-4bc0-b3d6-171956a937c5	0.46	1.8525
2b78de4e-4c8b-4adf-a058-3dae797e7881	0.89	3.0586
2bd56bba-c623-11e3-bf01-24c6515278c0	0.22	1.7135
2bd9ccca-3fae-4b66-a762-6f30d6276222	0.42	1.8759
2bde43e2-fd4e-413e-adc7-c50bca75d358	0.4	3.4836
2bf5b018-9f19-4fbd-9e1f-7d958aabe5d1	0.87	2.7187
2bff30d5-be79-4686-8164-7a7d9619d3c0	0.85	3.5687
2c2e5f87-bd22-4a5e-be71-3bcc2aefaf74	0.66	2.0006
2c316b7e-6a82-4ba1-9f34-d8bfcf82d41e	0.46	2.1206
2c3ada8b-9650-4859-9857-43209c0f7cea	0.8	2.0513
2c48eefe-2a08-47bf-8e4d-cbaab6777150	0.85	1.65
2c581a74-7716-4c20-b366-a8e1d9a901f6	0.24	1.997
2c6f1862-bb82-4e7e-9cb3-338bdf022ff4	0.85	2.0611
2c71d542-1653-4d97-8752-f2fd05c7e75d	0.7	4.0522
2c9c50ff-01d9-4703-931b-04119178706f	0.55	1.8738
2c9dc04b-e9ec-4cf1-ab2c-a18edb30dd37	0.94	1.8757
2ccd028d-e7e0-4f77-a512-f658a31819a4	0.94	1.5349
2cdc4cce-0877-4ec1-85f5-20c909912e65	0.62	3.1199
2ce48f01-2f61-49d9-a56a-7438bf4a37d7	0.82	2.0738
2d0e4b82-c623-11e3-bf01-24c6515278c0	0.93	1.9626
2da2b745-068d-408c-9163-3b3a78d4aaed	0.89	2.004
2dd5eea1-42a1-4e8b-99ac-20399cc7e15c	0.95	1.9125
2deb8f9a-9e0a-46d1-bcb5-902db3b5c8ac	0.84	1.9829
2df02f2b-9f1c-4249-b3b4-b03079cd97d9	0.41	1.9287
2df17728-33e8-45ab-833b-ef68a5482daa	0.97	1.9733
2dfe70fd-2650-49c0-b6eb-67df585d063b	0.69	2
2e0bbaf6-c623-11e3-bf01-24c6515278c0	0.28	1.9911
2e43e0ca-54ea-482e-acf2-0048d9187a5c	0.45	3.0716
2e66eb75-097c-4ad8-b2b3-9f5849dfd02f	0.22	1.8844
2e69c886-535b-4ff0-9236-abf6799acdbd	0.21	2.7694
2e76891c-b620-4cc0-9315-6f1217b09b1e	0.68	3.2023
2e8ad1cd-d5d5-4bb4-8bbd-e9bef45088da	0.77	1.9558
2ea2294d-fab9-43ae-a222-370487495b06	0.69	1.9302
2ecd8358-c622-11e3-bf01-24c6515278c0	0.95	2.1784
2f0a660c-ba3c-49bb-90f7-39b0034cea82	0.91	1.9359
2f149d78-c623-11e3-bf01-24c6515278c0	0.84	3.3968
2f2eaecc-6509-423f-b63a-8c3bea1ba4a4	0.94	1.8915
2f324d8b-ec7b-4d3b-9d64-65f9fc6630a2	0.38	1.9295
2f79fe89-9d24-4fbe-ba5b-0ff6c3c4d663	0.3	1.8995
2fdab641-d73b-4f9a-aa4c-c1944f131a69	0.65	1.9206
2fdfb06c-0d2f-4e1d-9756-bcb08a7f90af	0.41	3.2853
2fe2433b-9a55-431f-a869-2b5a63e8e8fc	0.56	1.8478
301d6ce3-4099-4c1d-8e50-c04b7ce91450	0.74	1.7706
30376989-7edb-4863-9496-1789eccef8c4	0.85	3.9228
303abbe5-4155-4a0d-bc3b-f8995261ca52	0.66	2.0141
304c3e10-583c-421d-ab01-15c937d5014a	0.36	1.8911
305a5074-5384-45a0-985d-289b178d09f6	0.8	3.1751
30600994-c1ec-44c9-a620-3f6c617eb928	0.62	2.2381
306ef5bc-97d0-4312-ae0e-343c4e31d869	0.56	1.876
309f5324-5608-4f62-b744-5ab268b70927	0.42	2.0458
30a8f292-c623-11e3-bf01-24c6515278c0	0.46	1.7022
30b9ab02-60f2-4974-85a9-874f247ae932	0.32	2.171
30dbe353-86d5-40ed-84c2-dbddf7beb17b	0.8	4.2291
3166f1ae-678d-42ae-9d44-d3d25d6860c7	0.99	1.9903
3189bc97-afd8-4daf-80c9-2d78a08228d3	0.93	2.0417
31a70598-33be-4f09-9990-bd7594467802	0.99	1.9424
31bc44b9-35ff-43fd-8a01-a834f3b1ce46	0.73	1.9503
31bcfd64-c622-11e3-bf01-24c6515278c0	0.59	2.1911
31c0c8f8-c623-11e3-bf01-24c6515278c0	0.87	2.0309
31c75873-abb4-4d88-9e2f-07497a6c892d	0.81	3.088
31e63f89-a6a9-40fb-823d-f41587bd73d8	0.59	1.9471
31f02f48-44a4-445e-ac3d-e9bf3d8d25a2	0.82	1.9285
31f3ff14-7d74-447c-a5da-9ad8336c3f3f	0.28	2.5153
322f0b01-2118-4dbe-aba1-3875a54ee71b	0.77	2.7735
3232f77f-b745-4232-a802-6699b6356efd	0.41	1.9521
324adcfa-3fba-45b9-99f0-9d41c0c54d79	0.94	1.9085
3269608c-5dd7-452a-976a-31ac971aac2f	0.76	2.7761
32a63b4f-3baa-4987-ad30-5bd0c0548088	0.94	3.8642
32be40fa-c623-11e3-bf01-24c6515278c0	0.71	1.9335
32d8c373-b5c8-420b-9808-8812b5501649	0.56	1.9192
32fa6457-c8bd-4d26-8106-925baf13df68	0.99	3.8887
33061bf5-9b99-4735-a810-f2d5eeef6873	0.61	1.8037
33070975-0f35-4518-9ffb-4c6170c32534	0.32	3.1556
335c721a-3653-471f-b0ec-6144fe868c6a	0.98	1.929
33992441-4f34-42f2-ba87-6ddd227f2250	0.5	1.8359
339a2c94-55c9-4113-a706-b0971fa2784f	0.42	1.9162
33a8693c-c623-11e3-bf01-24c6515278c0	0.33	1.8031
33b7e799-ad10-498f-9948-8ce433311539	0.81	2.0191
33b99e90-741d-43f2-804b-75721199a0dc	0.83	2.6365
33bcd589-80db-4a58-8f83-a48cb60e0fda	0.34	1.801
33bf46dd-16b3-49c6-80d7-76caf27aa0f4	0.33	1.8609
33de44a2-bec1-402d-872c-d78c1f2d52b3	0.33	1.9636
33ea81f2-db2c-4567-bd7b-4cb9aadfef88	0.8	1.8832
34030a28-c622-11e3-bf01-24c6515278c0	0.47	2.0586
3433b1f3-59d1-4ac2-9bbf-e0c4042b4ddc	0.23	4.0465
343fcbc2-f30c-4ffa-a0b3-f5bb21e5e70b	0.89	1.9813
345a06d6-fa5c-4674-a847-88a6b537cf3c	0.64	2
34739bd6-b3be-441d-8cdb-e4233bf14080	0.73	1.8637
34881c6b-f59f-42c0-9f29-9c5c47262ae6	0.48	2.6754
34a445c2-1eb4-4a9f-8838-cddc2f82aae4	0.13	3.3354
34ab4c57-5240-4af7-a329-a5ab55934fd4	0.51	1.9301
34b0c838-bf6c-4d0f-8cd2-d2928adbb539	0.97	2.1146
34c24482-c623-11e3-bf01-24c6515278c0	0.5	1.9194
34d7b6cc-cfcf-4178-b075-f4d129ab18f7	0.18	3.3972
351db483-a70e-496d-b70a-7449875121ee	0.76	2.0306
352fbbb4-88a5-4354-b1fa-3a01da3fbfa7	0.59	1.9475
35553150-e4ef-4539-b220-259f2d634bd7	0.55	1.9234
3585e133-b3c1-4d90-b5f2-2b867e0ae0ec	0.69	3.9856
35a74e53-16ff-4764-8397-6a9b02dfe733	0.79	1.9834
35b951c0-edb0-47c4-9076-ede346ea7cb1	0.95	1.9739
35c797fd-ca81-4cef-b6c4-7e3776f661b3	0.87	6.2123
35cca3b8-c623-11e3-bf01-24c6515278c0	0.51	1.8384
35ceba07-0759-4fbe-b076-af821a528cf0	0.9	1.7432
35dc84c1-476c-4d48-ae23-622bf6e043ac	0.5	2.4472
35e33a7a-c622-11e3-bf01-24c6515278c0	0.38	3.3776
35eb6ecf-9514-4416-94b1-02200c0a1571	0.31	4.2761
35f82a33-bde2-47e2-8aba-ff1fd5920219	0.84	2.319
36160be6-368f-4cdb-b1ee-9ed5b64462fa	0.65	1.9295
363d3a59-dce3-408d-a736-5c29ba9f9b6d	0.37	2.1991
36680797-36de-413d-b2a1-8804ac1705e9	0.21	2.0733
367fdef3-d7af-4996-932f-cc5087e843dc	0.98	1.9277
368e592d-260c-4f58-81c4-a9f1e6177a4b	0.32	1.9997
36962459-e81f-4b8c-a08d-df60ef3283a3	0.53	1.9097
369c06f2-8904-49cb-99d1-dd297ed0cd0c	0.57	2.603
36d1a85e-a09b-4537-86e0-eaf1eb03aed8	0.38	2.0415
36d9c1aa-c623-11e3-bf01-24c6515278c0	0.42	3.2366
36e1d9cc-32ec-4a0a-8fb1-c46f058a6fb8	0.4	2.3001
371235d9-55b8-40a7-8cd6-baa7c2ad0493	0.27	2.0173
3728982b-4547-4249-bd42-72a91d3fda8c	0.61	2.4527
374cbd87-428e-4509-85c1-b7d3302c30a0	0.71	1.9653
37522f18-77b2-4414-8df8-3c2c8048adba	0.78	3.8873
37c913e6-9ce5-4338-8849-b5bf7862d36a	0.79	1.9529
37d0cf1b-1743-4852-8073-372b16b5c17d	0.62	1.9959
37e5d47b-851b-47de-ba6a-fd2835644011	0.92	1.9743
380593d8-c623-11e3-bf01-24c6515278c0	0.74	3.4732
384ef419-ee94-4563-9237-236fddeb4b64	0.25	3.1171
3869ff3f-21b9-4817-8ff4-83c6fc75ab11	0.47	2.2439
387c6519-6529-4074-a5ab-00f8052a5732	0.48	1.7966
388a8875-c3f5-494e-8456-28be8d3626e1	0.78	2.0546
38d8e626-c622-11e3-bf01-24c6515278c0	0.68	1.942
3914c02e-44ad-4c96-8464-61aa95b42c49	0.73	2.0032
391a949d-217a-472c-a6d4-80e548039684	0.39	1.8731
3933c60d-73d6-4f74-ae02-fd545fc1f092	0.56	3.1188
3935af50-d992-4430-9909-e688347aead9	0.65	2.001
39458b0e-c623-11e3-bf01-24c6515278c0	0.14	1.8625
39520be3-a2af-4189-acf4-9d239363333a	0.2	2.0518
39a5d94d-e8c8-4057-be96-362ffbafb94d	0.97	1.9302
39aee9fc-fa27-4b71-b9e8-43ff34bd3930	0.6	1.9467
39c476fd-273b-4136-874c-53352f1be008	0.78	1.9643
39c55051-e1bc-4081-962a-17205645de45	0.48	1.9108
39c6c3b3-4683-4d11-984c-ed589188da65	0.85	1.8916
39d38c06-3779-4ca4-b103-1d096f93dae8	0.55	1.8716
39e32615-0160-4f13-b330-50748f5d87ed	0.42	1.8663
3a18aa52-b6e2-4d03-ad05-ef99d653f0e0	0.96	1.9323
3a49a936-c623-11e3-bf01-24c6515278c0	0.78	2.1948
3a551616-4840-4111-a8c5-b4aa773d82c2	0.35	3.0428
3a5eaed6-fcfd-437a-b61c-fd3725c64717	0.84	3.9117
3a6bce45-0431-49d8-82df-b1d9a738e5a6	0.79	3.3142
3a81f733-b3a3-4578-b925-a663612bc92c	0.35	1.8862
3ace181a-23bd-424e-a87e-e0c01a2a2cb8	0.74	1.8105
3ad44032-01fb-4f84-b880-f01bb13a4359	0.48	1.4748
3ae3ce4a-54ec-4c3b-83f2-845696ea0fa1	0.94	2.5107
3afae3fb-2d87-4724-a589-d31cce1f4c28	0.5	1.8829
3afb3f57-545a-4ed5-9461-2fcb28d89399	0.46	1.9515
3b02a7a7-e5bc-4e77-b691-521603630b00	0.61	1.8106
3b20d548-2a7d-4031-85a1-425ca7201d7a	0.42	2.6699
3b399659-8302-428a-9c97-1e7b455c9c2f	0.75	3.8106
3b41cb48-c623-11e3-bf01-24c6515278c0	0.83	1.9585
3b4ff158-c6d8-4a26-9568-0634ddb4a609	0.71	1.996
3b526846-72d6-4e10-b7cd-8cdb45a92a1c	0.58	1.895
3b55c58d-f95a-4a1d-9aa1-8d2c026656a9	0.71	1.9817
3b590d75-ccfb-4da8-a2e9-10fb07e02cea	0.71	2.9287
3b7810f7-f8ff-4d62-b766-3ba06170194c	0.61	1.9245
3b8ab548-6669-4142-9612-cafded0d7a23	0.54	1.8779
3bacc189-01b8-46cc-a442-f393c0f428c6	0.57	1.9034
3baecfba-6977-4374-8bc9-22240abad9b5	0.73	2.0011
3bb25b72-ceb1-4169-891e-339f22cb0f03	0.85	1.2828
3bb4c27b-4d0d-4d13-b910-41a9ebf95880	0.44	2.1399
3bfbc33d-804b-4bb3-97ac-97563d77b13d	0.32	1.8664
3c019b2f-52ec-40a8-99b5-98c1423ce627	0.53	2.072
3c2b1509-1eb9-4b79-9569-57810f291499	0.85	1.7552
3c30b10e-c623-11e3-bf01-24c6515278c0	0.38	1.9266
3c78970e-c622-11e3-bf01-24c6515278c0	0.3	3.5861
3c86ba21-7b11-4ec7-9d20-a2325197c676	0.33	2.8885
3c92c0e9-68e0-4354-8ed1-b6506878145d	0.59	1.9124
3c963890-6e79-4b16-a4aa-bac04938b4d7	0.62	2.117
3d400522-c623-11e3-bf01-24c6515278c0	0.77	1.7929
3d477ac1-3bdf-4410-9594-1a3a1412c6ae	0.8	2.011
3da169e8-844a-4eee-b794-a2eb81db779a	0.56	1.9189
3db3b7b1-da1d-4b9c-a92a-c60fecf4328c	0.27	2.9136
3db6e6cc-1a06-49b9-834e-b6611cde4c4b	0.91	2.1728
3de261ea-6478-4f96-8ca1-30be130e945f	0.96	1.9457
3e012b50-06d1-4120-971b-5e54139b00ee	0.47	2.1216
3e1180a5-149c-4e6c-9a29-696e3ba567e3	0.99	2
3e2a85d0-c622-11e3-bf01-24c6515278c0	0.19	1.9868
3e4d0e50-8cf4-4eb0-a00a-ccf0484ecc2f	0.29	2.8831
3e604a1c-b95f-44ff-9723-e2fac845da3b	0.66	1.9784
3e68233a-c623-11e3-bf01-24c6515278c0	0.61	2.0616
3e6a17f9-c249-41b6-ba49-55aaa39d21c5	0.17	3.0805
3e7a30e6-2202-40bd-bfc1-0383604050da	0.43	1.9278
3e7ccab5-5b1d-4147-b907-77cab8f0837e	0.8	2.0744
3e86e68b-d083-4450-b056-4cd0f8d4a084	0.97	1.9254
3e8a2c90-e747-4a22-bc9e-0b062479fec2	0.91	1.93
3e94aa64-7dd3-4d63-a5de-b4050d3dfafa	0.64	2.1478
3ed783cf-2248-44a1-a2a2-d6b6519b91ef	0.43	1.9997
3ee54a3c-69ba-479a-b1fe-79917e1b6dd5	0.95	1.9155
3f039593-91d1-43cb-a06b-41e92f7e8d20	0.97	1.9303
3f2ecbcd-5c9e-4d57-8aa5-962e2e86a83c	0.38	1.8752
3f3aff50-d71b-44af-85d4-f81e813ea420	0.94	3.8733
3f72f750-5666-44e7-acaf-a912d89475be	0.92	1.9272
3f98d326-5676-4257-9af8-0a5f5d3c2527	0.72	3.3596
3f99ae0e-c623-11e3-bf01-24c6515278c0	0.81	2.0709
3faeb03e-c622-11e3-bf01-24c6515278c0	0.63	3.5126
3fb8f017-576f-4901-b8bf-3a58e5d43de3	0.27	1.8613
3fba4880-cb7b-4ac5-ab5f-728614faa1ea	0.82	5.1178
3feac02a-c99f-4dd9-9eff-e4f5e87f7dc5	0.78	1.9468
4019c219-c51e-479f-8a9d-cfa6816ed696	0.8	2.2159
40378b7a-a65d-4510-aaba-a34c4058fac7	0.98	3.1439
408ed640-75f6-4346-bdd0-3b93c51adae5	0.91	1.855
40b1e928-c623-11e3-bf01-24c6515278c0	0.72	2.0175
41027c0b-85af-4c78-bba0-0da63cd75fa9	0.54	1.8255
41840dc1-5ea2-4f01-a0d4-8b65add641c8	0.7	3.1856
418a3dec-96ff-4719-becb-e1a8260cce2f	0.69	3.1105
418e916b-7a4e-4fab-8616-15dcec4d79f8	0.56	2.9168
41a7b031-d928-4a1f-891b-82fb3f6d548f	0.89	2.6843
41c565a9-d44a-447f-85c0-98f23bfee1b3	0.42	1.9798
41d50a3c-49fc-4d8a-9c25-bbbcd3a5da6f	0.82	1.8845
41dba8d1-8aad-474c-a82b-20b28ab818bd	0.59	1.9147
41de507a-c623-11e3-bf01-24c6515278c0	0.76	1.99
41f140b8-72b9-4ae3-8b25-6144d9f94d0f	0.6	1.9262
42465bbd-289b-4e96-98fe-76809c5e1520	0.5	3.1316
4255582e-c622-11e3-bf01-24c6515278c0	0.81	1.7303
42629ae0-9410-4fac-8df1-2c276467deb5	0.48	2.585
4283773c-c04b-4f33-a398-f3566f6d293a	0.56	4.3014
428c100f-d7d0-4860-a8fc-2bae6a4bba95	0.54	4.0597
429aad6f-816d-4739-baa3-b0ebf2fcd501	0.33	2.0437
42a548f0-d86a-4273-8bda-be0fe6a53b20	0.3	1.9391
42af8f74-fd4b-486d-bc11-db53cc471d62	0.85	1.824
42d20028-0ddc-4dac-9f05-d674f8915f21	0.52	1.9199
42de1441-6f3c-4b4d-b8b8-ad91e4b1dbe2	0.75	1.9887
42e92d78-c623-11e3-bf01-24c6515278c0	0.78	2.285
42f00950-09c9-461a-8423-d5b04a96af10	0.58	2.8231
42f88b95-fa12-47c7-93f1-cf72f207291c	0.74	2.0726
43206cb7-787d-4f68-8019-55e8585c4b4d	0.82	2.0164
436af904-65b2-4196-ad8c-a4e98081ee41	0.9	3.8252
43aa4123-0fe2-4071-8a81-cbdd0410b917	0.38	3.1259
43b675e0-22e0-42d6-a060-afc93e22ac95	0.6	1.8956
43be43cb-a367-4a74-94e4-973acafcf576	0.4	1.9792
43bf37e0-3dbc-4360-818c-fc1356d77495	0.4	1.9475
43d630aa-3890-401c-bf56-e3a9f325734f	0.95	1.9991
43dadc68-c623-11e3-bf01-24c6515278c0	0.76	2.013
43f7a2e0-fec9-4e43-872d-18c6c946fa17	0.42	2.748
44083f54-0953-48e3-a704-11ad0988ad2e	0.78	1.8273
441d2f21-b448-4fc8-8c54-9b85aca56237	0.7	2.1379
44406493-37f4-48c7-961b-8714be50773a	0.83	2.6176
446437de-c622-11e3-bf01-24c6515278c0	0.77	1.853
448af8b4-e071-48b0-a65b-b4ad17afdc0c	0.72	1.9154
448fe471-3f4e-4dc8-a4e0-6f147dc93abe	0.6	2.9156
44e4f08a-c623-11e3-bf01-24c6515278c0	0.49	1.9647
44eebc04-c027-45ae-beca-c4012b494f29	0.84	2.5615
4508ce0a-5a2e-4502-98e9-2fd76c4eebef	0.32	1.9392
450e8eba-a3a9-4dcb-b423-e33dfcd5c34e	0.83	2.9351
45348eff-4b09-4776-825e-b18de9dba937	0.65	1.8967
45614404-2149-4468-848c-0796e3757d62	0.92	1.9716
45a7949d-e63f-4956-866c-df51257032de	0.93	3.258
45aedf22-c622-11e3-bf01-24c6515278c0	0.86	2.3705
45d0ccb2-641f-4348-b3a8-61f4113cd85b	0.34	1.8874
45e16b70-c3ec-493e-86d1-505ffdf5056c	0.75	2.8621
460f7427-ebcf-404b-9e9e-e0278d0bca95	0.38	3.4298
461df2ae-fcf1-4b93-be0a-c14954fe7c42	0.72	2.4555
4624fd20-e2ad-4826-b606-a694b04e1076	0.26	1.9765
463bf060-8ba6-4a73-8173-172025f7b527	0.9	1.9801
4652ae03-b096-42d0-bdfa-3f6281d4f023	0.56	3.6895
46693a2b-5105-4770-a9e1-031dfedeb694	0.82	3.2949
4679f37a-4f09-449b-a1d8-1f02847996da	0.94	1.8167
467ef778-f481-44f3-9768-b9900252d2ba	0.5	1.8363
468083cb-95c3-47c1-9d96-79bcf7bf3f26	0.92	2.2409
469eddf2-6e02-46bf-820f-6296a2b776e2	0.17	1.9412
46d35b82-e1b7-4d35-be5e-3a70fd47e421	0.85	2.4965
46e166fe-3b20-49ad-98db-42c854c61c93	0.81	1.7583
46e503ae-461d-443a-869b-f261c5570de1	0.79	2.0006
46f19b5c-3eba-4b23-a1ab-9748090ca4e5	0.9	1.7539
47050918-c623-11e3-bf01-24c6515278c0	0.78	1.9349
4729fe4b-c1ac-489b-a67e-91e5c5e3ff8c	0.81	1.8824
47312f61-5ef4-4f25-9320-8fbb4758790e	0.46	2.83
473fe833-fcc6-485e-93d2-95e662c3ef53	0.92	2
475bca00-9089-4f50-8638-4e5e8aca6dcd	0.24	1.908
47874ff4-0b1c-4a31-9192-2a10e93ce9a1	0.26	2.7379
47b5d831-5287-4f62-b17a-6e5eff2e4184	0.51	1.8398
47d77750-c622-11e3-bf01-24c6515278c0	0.72	1.9121
47e5ff56-9534-4fcf-a593-33027e877f93	0.4	1.8851
4808f9e1-452d-45eb-9b87-2f87c67d3452	0.99	1.9179
4838b5a9-968c-4178-bffb-3fafe1f6dc09	0.74	3.1743
483bb781-0179-42e1-bf9c-487b240769b8	0.78	2.3398
484a41c8-fcaf-488d-97dc-bfe6a4b88a95	0.63	2.3398
4853fd17-7214-4f0c-984b-1be0346ca4ab	0.81	1.9385
48624a82-c623-11e3-bf01-24c6515278c0	0.32	2.0245
48a0da38-8147-40fe-b683-3f070413a792	0.29	3.2122
48b15122-b1e9-4c30-8fc5-70a07686779a	0.82	2.8328
48c33a30-557b-4ecf-8066-5b4b068b5e3a	0.91	1.9254
48f68f73-3ac0-44ac-ba12-b8889fcb7f38	0.53	2.7424
48fadd0f-6561-4294-bff4-d5e4f7dfe79f	0.97	1.9912
4904d56f-0fe7-4482-8f6d-9e54d261f399	0.64	1.9446
492694a7-bb41-4128-a909-c424e7fc0c9e	0.89	2.3036
492b4e58-12e2-47b2-bd47-28f8607072fa	0.39	2.097
493e7008-551c-4c0e-b567-a0f31868629e	0.71	3.0605
494701ce-05d4-440b-a65e-d925902b9d42	0.55	2.0003
49795e42-c623-11e3-bf01-24c6515278c0	0.86	2.1161
498ecf81-921d-4df9-a6a4-a625f484e823	1	1.9304
49900a43-d42e-4052-a8cb-1563b82ad0a0	0.55	1.9295
49ad3c8d-88cd-43cd-a273-1623fe2aec0b	0.55	1.9706
49b26ab5-2ca9-49b1-ae83-573fa41af2cd	0.62	1.9998
49ce0836-adec-4f62-ac01-dbdfbb96d9fc	0.96	1.9068
