samplename	purity	ploidy
9b75735b-705d-4ebf-92a0-fbb190b95285	0.21	1.9201
9ba2c970-c622-11e3-bf01-24c6515278c0	0.93	2.0222
9ba6be6d-2032-444b-ab3c-dbee8023759d	0.19	2.0036
9bb9164e-ea1b-49ab-bbcc-f59cf8c32345	0.72	3.1735
9be1246b-3dc1-4928-8b89-2d5ed0c866e8	0.94	1.9216
9beb4126-0112-4c06-80a3-e5dd1c2b88d5	0.51	3.7602
9c00828e-e9ae-4b9c-959e-34837ee2b230	0.44	2.0385
9c181313-5b4c-41c5-9ad5-a5a86fe609aa	0.4	1.9954
9c27fedd-b1b3-4af0-9e9b-20271854db08	0.26	1.8453
9c399826-087f-44b9-98c0-bd881646b0f4	0.55	2.4877
9c681cd9-25fb-42ac-aa6b-bb962882fa22	0.79	3.2824
9c70688d-6e43-4520-9262-eaae4e4d597d	0.53	2.2255
9c730cfb-3fd6-428a-a0a4-c061ca5db06c	0.9	1.9735
9c7b3ac8-1352-49cd-8a8c-df6b19f6fd64	0.58	1.9879
9c857452-c81d-4b9e-87a8-5b41f4394f7c	0.43	3.2966
9c949c63-aa63-4a84-ac5a-b5260775cee6	0.69	1.9999
9cb80280-c622-11e3-bf01-24c6515278c0	0.76	1.9175
9cdb1905-8b0f-48bd-ba37-11e7ac9646a0	0.74	1.9694
9cfa4e8f-ea4d-433b-8c2c-54f66ecb7e43	0.9	1.4253
9d2671b9-bd30-4e3c-aa74-01e31dd2531e	0.46	2.2068
9d29543e-8601-4fd0-8e76-3df3de465cab	0.9	1.5285
9d3b0b87-5fc5-4d09-9c63-4d5fc4bc46d0	0.77	1.929
9d691fa3-5c32-4b98-85c4-f6e0fd4c37e0	0.88	1.922
9db994a0-c622-11e3-bf01-24c6515278c0	0.77	3.8526
9ddf2119-a222-4fa5-a9f3-0bec7eeea36b	0.53	1.4903
9de495d1-55b2-4535-9b0a-a999df35977c	0.54	1.83
9df57388-7de1-4c90-910e-ef63a246dff1	0.53	1.8465
9dfcbabf-2bc0-43a2-bdde-d0b2aaca3f6b	0.89	1.5818
9e0009d1-c993-4247-9706-88ee84591dec	0.75	3.0076
9e272bea-9193-4c10-a802-f7e18b2937a3	0.85	1.9578
9e5f0a23-e184-4611-b42b-e882dcf23acd	0.58	2.2068
9e6806c4-d331-4025-abee-2f576e3bf182	0.81	3.7112
9e7b51fb-2249-451a-bf23-bb2a3d935928	0.87	3.1609
9e842227-2bc6-4185-bedb-abeb03836b51	0.4	2.1042
9e99b8d9-6f0d-4fe0-9c1e-d286c0714909	0.99	1.9957
9ebac79d-8b38-4469-837e-b834725fe6d5	0.37	3.5125
9ec31146-c622-11e3-bf01-24c6515278c0	0.43	3.905
9ed8f0b9-d615-44c4-9ec9-e07ecd744922	0.48	1.9042
9f298806-77b6-4c76-bd38-3343e1a3c6f0	0.82	2.0013
9f5e6063-d19e-4f56-b3f9-5c2260d3bfc9	0.97	1.9302
9fb6b7be-0084-48f7-a256-6d170e72e97f	0.19	2.448
9fb73d89-f7c4-47b2-810b-3ce37cd8a3c9	0.93	1.5488
9fba5db6-c622-11e3-bf01-24c6515278c0	0.66	2.1657
9fc0e0e8-1b0f-400c-b4cf-126193283695	0.96	1.65
9fc5b5c7-3973-42b4-8710-454de0cb5b50	0.72	3.6395
9ff21093-58d7-4b69-aade-c242a383ea56	0.79	2.2101
9ffcb7fa-424c-4f93-87a7-ce5e9053c613	0.46	3.0132
9ffe694e-b488-489e-bdbe-0800e505eec4	0.99	1.9123
a0583407-712d-46f3-8c4e-4eeaa0149087	0.9	3.1748
a08c196e-4f96-4b16-94b4-aa6a0153ac50	0.49	2.8555
a08ec059-7592-4698-bb45-25a9c3680c23	0.68	1.8508
a0bbb3b1-e774-4c75-9301-ba43fb803f20	0.9	2.9655
a0e317b1-3f3b-4d25-b2d9-fcc2211dfda3	0.65	2.315
a0eb2611-1ca6-44b7-897e-ce18399eb7bc	0.61	1.9787
a0f94565-9169-49ee-8e6a-21bdc43d9de6	0.78	2.063
a0fe80e0-e3ac-485b-8a1a-4c80c101b874	0.56	1.8932
a13ee768-1423-4fcc-b663-caaf6694acb3	0.69	2.0007
a1724132-f95c-4622-8987-fe3183b9dce3	0.99	1.9168
a1a75f66-c622-11e3-bf01-24c6515278c0	0.4	3.6857
a1af7c42-47af-435c-bb51-b932a3cd7b91	0.44	1.8955
a1e3dc5b-b81f-4890-870c-ed3b8ac36dec	0.19	2.9014
a1fc7064-abf5-477d-983e-576a784e1d40	0.85	2.8649
a2034620-e4b5-4d4f-ac05-7fc1c098eb40	0.66	1.8967
a2238b5f-0513-487a-9b1b-7bef85ebf336	0.62	3.5545
a284fe9d-9afd-4472-8d70-243ca9be5c2c	0.25	2.3455
a29278af-7ecf-403e-b6a9-623ea7879d05	0.81	1.9319
a2a4021e-1273-4c18-907c-d20454ab898c	0.99	1.9162
a2a67c8a-c622-11e3-bf01-24c6515278c0	0.44	2.0094
a2e67393-50d7-4bcc-9bbd-c695086a936a	0.74	3.2611
a2ee5dde-4342-4e78-88c5-3c9a8e10cbf5	0.39	1.9424
a2f02ff7-8433-4cb5-9324-34f13edeaca1	0.62	3.7982
a2f143d6-ba07-4ff0-960d-b29c3c716665	0.49	3.1488
a3135834-3af0-4e98-bc6f-ad8ddf33db80	0.67	3.1963
a315b798-f037-48d5-91ed-e733e3bbd6ee	0.75	1.917
a319188c-6b80-4228-8f2b-8f423c0fcf97	0.26	1.9543
a31b6123-c1b7-4cd0-86d8-b2e640cce9da	0.96	2.0286
a3210fd0-344c-468e-8ff2-2d0869a2fb75	0.78	1.9669
a330a96e-9897-4605-b5f1-5b5ef45cd365	0.48	2.6232
a335b03d-41ac-4d41-a2a9-3134b5b0a0a7	0.57	1.8917
a37a825c-d74e-46cc-92ef-b65016857b4a	0.49	4.0701
a3914a6c-c622-11e3-bf01-24c6515278c0	0.49	3.1213
a3deafcb-b54f-4b7e-89ac-c92c16fb919f	0.77	2.949
a3edc9cc-f54a-4459-a5d0-097879c811e5	0.46	1.9897
a441697c-4ca0-4eab-9b01-b9cb50223ce2	0.65	2.1585
a46f1e20-9e97-4dcc-a5ed-532aad9f3236	0.2	1.949
a47c2012-c13d-48ac-88b6-e09bfd50122b	0.57	1.8481
a492a32b-bf2f-4f8c-b06e-794a4baa2fe7	0.56	4.0101
a4beedc3-0e96-4e1c-90b4-3674dfc01786	0.78	2.845
a4c838df-6ac4-455a-8096-8ec680064374	0.56	2.0216
a4ca18dc-c622-11e3-bf01-24c6515278c0	0.89	1.9106
a4f8305f-4409-4776-b34d-4878d18c8693	0.4	1.8384
a5346247-3f30-470a-b4ab-732180786291	0.28	4.0543
a54aac0e-4108-49cf-bf50-687031c7cda6	0.73	1.882
a56cd282-f6c5-4373-b3d8-676562894598	0.58	1.9212
a592e80a-3b1a-46aa-be30-bcd87d6bca6f	0.72	2.5027
a5d5c238-0447-47fa-9a81-3b823cbdcea6	0.44	2.5197
a6045753-60bb-4e65-bc89-1ef0b47aab35	0.49	2.0916
a612b654-c622-11e3-bf01-24c6515278c0	0.26	1.8998
a64000df-16e5-4b88-865f-5c680adf60eb	0.88	2.0896
a65bcd07-c47d-4bda-a2bf-21f68cef2f3b	0.93	1.9851
a67f4531-99ef-43df-82f5-f6abc4b11826	0.4	3.4055
a68389d4-431f-4582-b4df-e8ad200aa3be	1	1.9322
a6957d15-453c-4f3b-ab8c-c38054dfe548	0.48	1.9528
a6c14ebc-81a2-44f7-af87-2b7ec85e5696	0.72	2.0106
a6d8467e-88e3-4ea5-8583-61c5ab9747ae	0.49	1.8707
a6e24c2a-26b9-409c-bbcd-a8fcdd1e437c	0.73	1.8823
a6ebe0c0-8aab-4b9f-8328-4b795895a77d	0.79	3.4194
a7314730-c622-11e3-bf01-24c6515278c0	0.78	3.4749
a742a46d-2594-4efe-a701-4a2737ffae81	0.56	2.5834
a762dd44-a8ac-4269-8163-bbf6d0f8d4b3	0.53	3.3026
a78544d7-65c6-4778-af62-ceec24c14056	0.93	1.831
a7a56d67-1bd7-4d69-9237-34c2d261261b	0.16	1.8139
a7e1deb7-2e3d-4e36-90c7-9cae34cdcfb3	0.96	1.9302
a7fb0931-28df-46f4-bc0f-2011fc91f0e1	0.57	2.0013
a8041e86-071e-46cd-8fb5-7ecdc1ab0553	0.39	3.1682
a83e247a-8f65-4be4-9c6e-a72c4abffae8	0.96	2.0179
a846f5e8-c622-11e3-bf01-24c6515278c0	0.63	1.652
a84915de-6562-4836-86f9-f2a05598296e	0.49	4.1101
a85cf239-ff51-46e7-9b88-4c2cb49c66b9	0.89	3.2609
a876398c-5b1d-444f-a360-5fe2db697480	0.77	1.7004
a89a2341-263d-4e7f-87fa-18d9692d6b2b	0.63	1.9714
a8f86b64-914c-4d89-897b-33bcdd1759f7	0.94	1.981
a92023de-5c97-4bf2-aa3c-0e768d7c5ece	0.48	2.042
a94d63fa-c622-11e3-bf01-24c6515278c0	0.54	1.793
a96eddfc-3afb-4bf8-a440-c91778113fbd	0.48	2.7901
a971ac23-0664-405d-9f5c-9ca892af003e	0.26	1.919
a9a240f3-d237-4bb8-b968-e4a3cc7c2633	0.96	1.9872
a9c29edd-2ef1-46ef-93c6-796cf0332a2b	0.99	1.9292
a9d055c6-6c53-4e85-8270-34883a1342a9	0.97	2.0035
a9dbd55c-5dcc-48db-8785-6baef3fdd7db	0.81	2.1036
a9ec7d9e-b179-4782-a589-43c7d1642be9	0.44	1.9266
aa018d90-5250-4313-9f7c-a3f196765e07	0.95	2.0074
aa06ae46-2336-4666-a3af-fc790daf8da4	0.82	2.9395
aa20b9ab-dba9-4002-ad45-cafa2f85cef7	0.94	2.0404
aa215f18-ae1f-4f0e-89dd-ac59ee8c8c44	0.93	3.9659
aa2654f4-94f9-487a-b415-85df69261161	0.52	1.9296
aa4a868a-df23-4eef-a618-e945aa2ce98a	0.51	1.972
aa4bf69c-a1a6-48dc-96fc-3fe7d2680517	0.91	3.6584
aa58c09a-7799-4675-8310-d270224b163e	0.77	2.199
aa5907cb-3be3-4e23-982d-719417baeb37	0.85	2.0701
aa847c3d-d3a7-46aa-a81b-db5099a458fb	0.64	1.9934
aabddb20-c622-11e3-bf01-24c6515278c0	0.74	1.9719
aacaba97-ecde-440b-aae0-0e9c608c4b24	0.59	3.3666
aad8c8d6-d828-4aac-9cfb-cee893e36850	0.44	2.0091
ab318624-db9d-41d8-b7b8-34712434f28f	0.25	1.9259
ab8a55ed-ff47-4cad-ad91-52b9dc25aca7	0.55	1.9625
ab923db7-54e8-4a50-b7fd-c2b4b300041e	0.4	3.6241
abbbe65c-c622-11e3-bf01-24c6515278c0	0.55	1.9339
abc94013-71f5-4ac6-88a4-01b4ef9f9d2f	0.55	1.9735
abd2d959-d5ed-4eb3-9759-67eb1aa23325	0.85	2.0022
abe290ed-67c8-42bb-84f7-0d32a5f8f3db	0.6	4.0556
abedd46c-47b8-4242-adb6-12835400cb3f	0.76	1.9177
ac02c38e-5fca-4995-b0cc-39b6189976a3	0.92	1.8278
ac1bd179-8285-468c-ab9f-7f91151ca0f2	0.49	1.9609
ac23a8d2-ac42-4031-9dd4-9b56baeb246e	0.97	1.928
ac2c8928-33a2-4aa0-8bc1-cdfa1ca0b56a	0.22	2.1635
aca4d810-9540-4ce3-8ceb-72d396c9b704	0.96	2.5556
acb5e263-111b-43d8-9bd1-adb9a54e0fc0	0.95	1.9162
acb9750e-7e17-4cef-bee1-5d710f9bf3a7	0.56	1.8447
acc629cb-ad03-4cec-9b21-922e4932ef3e	0.99	1.8527
accfc45b-eae0-4991-a488-e217cdb46655	0.62	2.0119
acd510de-b732-4a1a-8b72-6d22e763540b	0.69	3.9292
ad007b59-46f6-48b9-958a-2b9d28cca3b7	0.29	1.9637
ad0700e2-048a-4856-a77a-bc0b6f25f0e2	0.24	1.9621
ad41f1f3-e38e-4418-9c16-52bca5719f39	0.74	2.9599
ad4aa4dc-bea4-4f4a-8b1b-8f361112f84f	0.61	1.9611
ad874249-9964-4e48-aa3f-7e828ea28f3f	0.64	1.9945
ad92f17f-11e6-49bd-9835-6b2f47053485	0.93	1.9931
ad9455e9-7147-489e-9b1f-3540c457c260	0.77	3.0715
add0b0f6-b4a8-4b73-b634-c3600dc567d5	0.2	1.9809
adfbba82-c622-11e3-bf01-24c6515278c0	0.61	1.952
ae464652-2f8c-4d94-8b08-cd8f1d29256e	0.98	1.9251
ae82fead-2671-4335-a342-67bb69935ad9	0.79	2.7073
aed4363b-19b8-4cb5-aa34-a442410d0796	0.92	3.1612
aeeb01b4-790e-4929-bd59-6aad837603b1	0.81	1.9737
af2cbdb6-c622-11e3-bf01-24c6515278c0	0.43	1.9542
af96db5a-684f-41d1-a910-5a5193393d9c	0.65	2.6176
af9cfac8-7fbe-49cb-aeca-8d68aea57994	0.56	3.1455
afd1f2e0-343c-416d-8e8f-2177f312c2f0	0.48	2.0018
afee5b10-3dff-4e50-9575-bc9fe20c5dea	0.72	1.6502
aff5793b-3197-4d1d-bf0a-9b0ded5f2937	0.9	2
affa4ef4-02ec-40f1-b6a2-739f8bf2afa9	0.91	2.0156
b02b4bba-6e66-44fb-a48f-38c309aaaac5	0.43	1.7562
b04624d2-d8f8-4b51-be1b-72c73d8055f9	0.21	1.7565
b061cb06-e927-4f24-82bb-9e651f7ae0e3	0.96	4.1402
b070af2a-c622-11e3-bf01-24c6515278c0	0.38	3.7816
b07bad52-d44c-4b27-900a-960985bfadec	0.72	1.7908
b0a83df8-dd2c-4c1b-b238-9081d2c22258	0.81	1.9995
b0c61486-b061-4b6b-ac02-130a3ea0b080	0.23	1.9444
b0d1fde4-928f-4f4c-bff6-33b885582bb5	0.94	1.9308
b0f3087b-6f9c-47e9-b487-6726af1cb90b	0.25	1.9027
b16780b0-75ba-4304-87e0-33f1e321b622	0.87	3.2604
b1753e9c-29d0-4955-89d2-949cdabd1211	0.97	1.9303
b19ec4cd-2876-4a2b-bcb9-b3c8db54fc15	0.86	2.1155
b1d2457d-3267-46ba-9fdf-663985e60538	0.63	2.0019
b1e62d8e-24d2-4118-8cd0-3142acebdd5b	0.84	2.0849
b1f19de6-c622-11e3-bf01-24c6515278c0	0.56	1.7008
b1f2442f-a973-47b4-9891-f028f0d44adc	0.29	1.8216
b2190e26-1809-4aba-9f45-07c2edb3b4a4	0.85	3.0351
b243adb4-b3e7-4e0e-bc0d-625aa8dbb1be	0.91	2.1184
b24feafa-f2e9-4498-8471-a9e42c80cc9f	0.88	1.3729
b27b569a-2c79-4453-8a2d-41fd0b4dd28d	0.81	1.9988
b27d75ba-5989-4200-bfe9-f1b7d7cf8008	0.66	1.846
b28f7607-f162-425f-b44d-64e9633c8824	0.37	1.9944
b2afbcba-d67d-43f1-be3b-05f3a5836ec0	0.75	2.1791
b2d17671-d2e1-4c97-8b01-a976d5abe1d6	0.82	1.8903
b2d9aaff-5a48-48f0-bf55-bfd4ddaeccaf	0.36	1.9049
b2ec0fd0-fbcf-4abc-ad80-4ae444e30b55	0.97	1.9019
b30dfb8b-8288-4e5a-afc2-3d5bd7bfa26c	0.37	1.8528
b32449c0-c622-11e3-bf01-24c6515278c0	0.56	3.3342
b330c50b-c45f-413d-918f-33275d0d8f91	0.88	1.9252
b33978c6-a855-4f9d-a0b0-d79453b9de41	0.97	1.9073
b33b7c8f-0b0d-4009-88a7-48e9d9cae6cb	0.55	1.8853
b35d9a68-29f4-49ab-b83e-b5151679e3af	0.54	2.6234
b37d6283-6f95-4975-a794-f3d5c4bbc7b3	0.57	1.9361
b38d0777-4901-48b8-9cdc-33b7f13a424f	0.82	1.9049
b3b3a27c-ee9a-42af-a6d1-9af5970a98b9	0.51	3.0402
b3befa40-8f44-4eb6-ada0-ec395f460656	0.79	3.8111
b3f1d232-4392-4258-9256-d38ff4b59f94	0.67	1.974
b41c63e8-bb85-4f83-9bc6-e611fd9ef075	0.73	1.8969
b421b9ca-c622-11e3-bf01-24c6515278c0	0.81	3.6923
b42d183c-bc9c-4652-9e56-10c54c5ee96e	0.85	3.5294
b47aa163-eec9-4225-940b-4373e78152e2	0.62	1.7033
b4860b5f-0a80-4fb2-81e1-4bafeb525b1c	0.85	1.9065
b499032c-6cb8-4646-a95b-10af2a21a289	0.72	2.3834
b49d5310-3cc5-4386-9444-cf0d61b52376	0.38	2.1117
b4aea804-fc6e-4d58-906f-f3a932ca9dc5	0.5	1.9084
b4e5626b-44fe-4cdb-a7d5-42028e0dbc4d	0.93	1.4667
b4f515ce-5bee-4e40-a66a-01f41e92181e	0.64	2.9054
b51fa117-2c0a-4e1d-8ec4-9f039073a486	0.77	2.0138
b537bc07-9998-49f4-bbbe-5b617152bfd9	0.84	1.8017
b53dcb4d-f894-47b8-8a4e-17c7998d8120	0.53	2.6335
b54b9433-ec10-4cb5-a860-4555da64917b	0.6	3.1728
b55751c4-c622-11e3-bf01-24c6515278c0	0.46	1.8055
b5cabba2-30a4-458e-897c-00ec3fefa6d2	0.72	2.1101
b5cc4a6d-93a9-497c-a7bb-a5db82edc176	0.71	2.1205
b5dd0bc9-6c1c-4272-b920-744de37d0aee	0.38	1.7616
b5f90cb8-7304-48fb-a1d3-ff459c7d79d1	0.74	1.9686
b60392fb-43d9-4c9c-b91b-ded40492e61c	0.56	3.5928
b61f7f76-f365-4071-a28d-bf354d5a670d	0.31	2.258
b6365bdb-e6d5-4615-95b3-db12a0c2f3d9	0.74	1.9381
b64173fc-abac-4695-902b-f0acf9444e9f	0.71	2.2132
b67208c4-c622-11e3-bf01-24c6515278c0	0.37	1.9738
b68c5ec2-0875-4d77-b4b7-738d2b2f313c	0.98	1.9304
b68f18e1-0117-420c-9405-e8d3a1e8caff	0.96	1.9819
b6b6e1d3-c592-4836-bdad-d53af2dbcc9a	0.86	2.1217
b7008a98-5aa0-4cc9-9bee-af2a422266db	0.51	2.3271
b710b214-5666-4054-97ef-3b9ac2bd90ac	0.6	2.0175
b73523d7-f5a5-4140-8537-4df4d1ecf465	0.51	3.566
b752b444-f033-4be4-9d24-e5e80b4181af	0.65	3.2403
b757a040-3c9e-45e7-a045-9cd08db11d62	0.18	2.4848
b75b2663-dcc6-411c-bfcc-574aa33cf388	0.44	1.8664
b77084ab-8148-49e0-b3f9-90f7d9ea1862	0.89	1.9478
b7722577-f200-4dec-97f6-4fab3a9ba52d	0.99	2.011
b77543e4-c622-11e3-bf01-24c6515278c0	0.64	2.1532
b7a7d93b-38a7-4fc3-a433-3bb0a8cb7c42	0.4	1.719
b7f11036-7ac4-41bc-a9a4-64162725fdfc	0.26	2.718
b7f2e85a-3c6a-48b7-8a4f-2dec1d85359d	0.64	2.864
b7fbd99c-dea0-4448-a430-7f94c611e702	0.43	2.533
b8068cbb-4523-4ac9-ab17-edd4eb0e2975	0.76	1.8957
b80ca528-2c5f-400c-8df3-9c47869a64c2	0.57	1.9336
b8151614-b08f-49a3-ab6f-2e780f765a17	0.92	1.8301
b8270565-9e02-4d46-9534-08206bfd027a	0.52	1.9037
b86655a4-c622-11e3-bf01-24c6515278c0	0.81	3.9554
b86678f3-c9cf-4ba4-8248-3efb2a7c4884	0.97	3.6184
b86e88e7-0d5f-4b32-a35f-dc97251ab990	0.21	2.0708
b88f014e-bc0f-4775-8228-39e0b471c3b0	0.44	3.0326
b8cd6882-be27-4742-bc63-3227d31bf704	0.38	2.0003
b8f3137e-5e92-4a56-90d4-884a4ed2ef9c	0.64	2.2697
b9098b7c-eab0-4ef5-b968-8d3024bf32f7	0.79	2.0101
b97941dd-9844-4db2-9e25-42c725f47d70	0.62	1.8933
b994762c-c622-11e3-bf01-24c6515278c0	0.3	2.4167
b9bcba3a-c9be-4305-b5f4-c861282921e0	0.3	2.8206
b9d1a64e-d445-4174-a5b4-76dd6ea69419	0.77	3.5917
b9d2e29e-8546-4310-aeea-e029f17c0516	0.42	1.9691
b9dbc78e-44ce-427c-bbeb-de8d097bde2c	0.76	1.9844
b9f03936-1de5-4330-8b0f-6d0ab533876e	0.86	1.9129
ba096d4f-5a6c-4c31-ae03-e7483cf58c38	0.33	2.5586
ba5667da-7688-4931-bdb7-d65f391caf60	0.99	1.9425
ba67c02a-180b-43f3-b53c-2b77d84fbe3c	0.56	1.9315
ba686386-8113-4885-b20f-6ad09a295604	0.94	1.6343
ba940092-c622-11e3-bf01-24c6515278c0	0.68	3.1943
ba94c29b-b76e-4d67-bf5a-ce6bc45d85f8	0.87	1.8891
baa02e74-9cae-4996-858e-17d9f52d924b	0.36	2.1388
bb02202f-d140-4bec-95ce-5c2b117a2167	0.38	1.9069
bb45c6f5-49cb-418d-85bb-3ded165e2d07	0.81	1.9298
bb567851-d4ff-4a93-8576-04a37aea68af	0.32	1.9283
bb5bedd3-d8fc-4739-8e6b-9e37223f8be2	0.22	1.9555
bb6150f7-23e4-40f2-b466-6b6edd19c502	0.76	3.4375
bb659e7c-0b97-41b5-ac10-a66bb1f6f283	0.64	1.979
bb65d670-0411-4fc5-a6cb-019caec1ab36	0.6	2.7876
bb66787e-e0b2-45b6-b452-98a6c32132e7	0.74	2.0006
bb8176a7-ea7c-42d7-a85a-cec1ca386f2e	0.54	1.9109
bb91765e-4c55-4e7d-93e8-77face8c91f4	0.7	1.9317
bba106ce-c622-11e3-bf01-24c6515278c0	0.33	1.8501
bbb2cf2f-8f32-43d4-846c-d1020e6329ec	0.88	3.1396
bbbc531a-dd41-40b7-ae59-e35508aea0c7	0.7	1.8591
bbdd7393-024b-4073-b5bc-ef7a68c15b8a	0.86	1.8623
bbe59385-5f83-43f6-a485-517c860bef6f	0.77	3.4625
bbff7954-95ec-455c-b0bc-92f67a09ee77	0.52	3.1643
bc0dee07-de20-44d6-be65-05af7e63ac96	0.49	2.3993
bc1d5327-2e76-4e0e-b749-72a559469d0d	0.3	3.6356
bc395326-1656-4ef2-bb19-0cb29194b91c	0.7	2.1011
bc5160ae-d629-46c4-b068-7075876b9103	0.32	2.2889
bc69c97c-65c1-4e1c-a241-d17d3130e024	0.7	1.9297
bc9b66f5-fcb8-4545-ab2d-438bb810edc0	0.65	1.7839
bc9f105f-6d99-44ac-9871-67defd5e85cd	0.47	1.8723
bcc74a5e-c622-11e3-bf01-24c6515278c0	0.36	1.9821
bcc819eb-f4d8-4ddc-9fdc-a6307fb6741b	0.16	2.0001
bcd52bcb-6e35-4220-9775-96dabff926b4	0.99	1.9738
bce88385-4a1b-4a8c-920c-060f6a2675d4	0.62	2.9417
bcef0b6c-6584-4090-9d28-ef784a7e5fbb	0.26	2.9209
bcefbf6a-80ff-4825-9d3a-492e2dceb35d	0.78	4.0018
bcf54c96-2b62-4e24-926f-d77576250dd1	0.59	1.9382
bcf76f1a-7109-422d-94c9-5e8364895fa0	0.92	4.0321
bcf858fd-cc3b-4fde-ab10-eb96216f4366	0.72	2.069
bd1ce02b-bfaf-4cde-aaac-06097a12e248	0.96	1.937
bd2cc59d-f5ce-46ed-beb0-4c80b24cbe71	0.84	2.0848
bd2ec47b-a120-4b3b-b10d-aee09805ab33	0.96	1.4597
bd2f8133-3e71-4c5e-998f-0c1a9fdfb75f	0.16	2.7955
bd3028c7-1fde-401d-a6b2-5f8e61eb4aa1	0.47	1.8183
bd3e88b3-b37c-4641-85fa-d8125ba324ca	0.36	2.0639
bd403458-5154-488b-931a-a7e737a6bf8c	0.45	1.9953
bd6bd940-ef06-433a-80d9-dca5683e9cd2	0.45	1.9296
bdbcffb0-c7da-4e7d-8002-9feffe48533c	0.38	1.9181
bdc039d6-4817-4e6f-b8c6-a40b1e8e1a06	0.32	1.9463
bdeeb1a6-c622-11e3-bf01-24c6515278c0	0.37	1.9874
bea0e802-96d3-46e2-8030-17019a71e0bb	0.6	1.9295
beafb7c6-ef39-478e-aa47-0f1ad39f95a3	0.46	1.7876
bef21282-c622-11e3-bf01-24c6515278c0	0.9	1.8275
bef23192-57cd-4301-b7a7-5e82ca62482d	0.91	2.2787
bf24366f-fd91-4d84-8b3d-eed80064250d	0.96	1.914
bf7462a2-394f-4838-bcb6-4d0126fa48b1	0.9	4.3265
bf91afc4-aa2b-4365-80c5-b98c9d118e10	0.91	2.5112
bff518fb-6da7-4dfc-ae4c-bd3f641028e2	0.82	3.3059
c00d925a-ca4d-4561-a8f2-d4542f218086	0.97	1.9267
c00de7a0-0b09-4e07-988c-ef2a7f8e932a	0.9	3.0479
c016d025-3c92-41c5-b846-493b1fcce79e	0.36	3.5469
c021b61c-c622-11e3-bf01-24c6515278c0	0.3	1.9256
c0523251-3ac2-4292-bb00-9ae9ea9009f6	0.25	3.1622
c05adc19-2e01-4712-a35a-69eee4d40998	0.78	3.4704
c065761d-f775-457f-bda0-4c7c257a701e	0.38	3.5943
c0812962-a345-48b7-aec0-01336c2d1eed	0.58	2.0833
c082dc34-457e-40ec-8258-e11e8ed362c2	0.89	2.0723
c08f65a0-bf4c-462e-9d07-ad56b3adcac8	0.77	1.8833
c121de15-78f7-4698-91bf-fd0485c466c2	0.25	1.996
c13d7ee5-2bf0-43e4-9cd3-9326ed9355cf	0.98	1.9878
c13fb736-614c-4d5f-83bf-2d7586f4fb53	0.75	3.5046
c14407ad-670e-4d1e-9417-2b76f4810fff	0.38	2.2472
c14b2c74-447b-4526-a6e9-415d2728c7ca	0.33	1.8915
c158ac2a-c622-11e3-bf01-24c6515278c0	0.2	1.9511
c15a51cc-4fdc-4343-a410-13ddc238dac8	0.15	1.9897
c19a1388-95e6-4708-a24c-3738f1908071	0.66	1.8623
c1abb741-4fcd-4161-b057-c7efd619cc99	0.55	3.6744
c1b44966-0f72-4c4f-8783-ab3ffe7f17b2	0.44	1.745
c1d9ed06-7498-4c6c-a0de-dbf28e868109	0.82	2.0752
c20cb5c8-a6d0-4150-b72b-3f7e8909d72b	0.94	1.9686
c2124bb2-30e1-4093-9a8a-3a188a6dc0a9	0.85	1.9966
c21a5d55-9790-429f-a4e6-420293c07b53	0.75	2.8946
c271b7d2-c622-11e3-bf01-24c6515278c0	0.38	2.0457
c27290e4-6835-448a-abdc-df8ddd5f4630	0.71	1.9665
c285c2fa-24b4-47a1-874d-86e74b002b05	0.53	1.9959
c298ec82-8305-4c89-898f-268308f782b2	0.66	1.8544
c29f6ed6-880d-4f03-977e-1087738e5e60	0.92	1.6082
c2aafb9c-230a-43df-9a43-b34aa145a7bd	0.57	1.9069
c2ec7f57-8510-4bbf-a2e9-dbd9ce8dcad1	0.71	1.8915
c307688c-b1fa-47f6-a9e2-1ea41f7645b6	0.7	1.9295
c36213e4-c057-46f5-ada5-f1f921855bb4	0.37	2.2218
c3679262-63d7-463e-9501-6ab3f177aee8	0.8	1.9659
c3cb64b3-842b-4b42-8c42-020a0206eb06	0.6	1.8311
c437535b-2acc-4236-beae-94e2c1336830	0.5	5.1625
c459dba5-b27c-46f0-b5b8-c62d597a0542	0.98	1.9985
c488a170-c622-11e3-bf01-24c6515278c0	0.73	1.94
c48d7f4a-e98a-4077-a749-eb9f56f05b84	0.86	2.9738
c4c776f8-ee3f-4cce-beb9-8dcf262cdcdf	0.5	1.8809
c4e048de-1d43-4fbd-8289-9279b16c8a3a	0.97	1.9303
c504d5a9-29b0-4b7e-ac7b-5e543449a0f4	0.84	2.0627
c556f81b-8a6c-4bbb-876f-2e2ce570c185	0.44	3.2641
c56505cb-e150-408d-9df6-3af4e608c376	0.41	1.7149
c569b867-dadd-4591-af17-7e9b74699561	0.96	1.9267
c59188a8-c6bb-433c-97fe-69f79a126d03	0.92	1.9302
c5ad7238-c622-11e3-bf01-24c6515278c0	0.64	2.344
c5bc0826-8037-4fe6-ad4e-b1b675e771fb	0.64	1.9958
c612570a-881d-421f-98b9-0e4563133744	0.3	3.6086
c61ded54-f80e-4da8-b1d8-e22551c96118	0.9	2.0016
c6224ab0-74f5-4f0a-9fe0-c083f806c853	1	1.9303
